1FA6P8JZ8L5552800;GT350®;Awaiting Shipment;N4;85E;Pat Milliken Ford, Inc.;9600 Telegraph Rd Redford, MI 48239;2020-10-12;2020-12-01;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5552801;GT350®;In Transit;N4;85E;Courtesy Ford;1313 NE 122nd Ave Portland, OR 97230;2020-10-09;2020-11-25;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5552802;GT350®;In Production;FM;85L;Airport Ford;8001 Burlntn Pke Florence, KY 41042;2020-10-14;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.19B.50B.ANT.457.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ3L5552803;GT350®;In Production;N4;85E;Woodhouse Ford, Inc.;2546 South Highway 30 Blair, NE 68008;2020-10-14;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5552804;GT350®;In Production;N4;85E;Courtesy Ford;2022 T Rees Street Breaux Bridge, LA 70517;2020-10-13;2020-12-01;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5552805;GT350®;In Production;N4;85E;Bayside Ford;16057 James Madison Parkway King George, VA 22485;2020-10-06;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5552806;GT350®;In Production;JS;85K;Town & Country Ford;5041 Ford Parkway Bessemer, AL 35022;2020-10-13;2020-12-02;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.19B.50B.ANT.457.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5552807;GT350®;In Production;F9;85K;Porcaro Ford;6001 Washington Avenue Racine, WI 53406;2020-10-09;;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5552808;GT350®;In Production;F9;85K;Kendall Ford;344 Goodpasture Island Road Eugene, OR 97401;2020-10-09;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5552809;GT350®;In Production;N4;85E;Taylor Ford;13500 S. Telegraph Road Taylor, MI 48180;2020-10-14;2020-12-02;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
