1FA6P8JZ0L5550300;GT350®;Delivered;D4;SLB;Bob Gillingham Ford Inc;8383 Brookpark Rd Parma, OH 44129;2019-08-08;2019-10-09;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5550306;GT350R;Delivered;F9;856;Elyria Ford;1115 East Broad Street Elyria, OH 44035;2019-08-08;2019-10-18;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ3L5550307;GT350R;Delivered;FM;854;Washington Ford Inc;507 Washington Rd  Rt 19 Washington, PA 15301;2019-08-13;2019-10-16;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ5L5550308;GT350®;Delivered;CA;85L;Kepich Ford;10301 Liberty Street Garrettsville, OH 44231;2019-07-16;2019-10-09;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.19B.50B.ANT.457.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5550311;GT350®;Delivered;L6;85K;Cochran Ford;110 Route 908 Natrona Heights, PA 15065;2019-08-13;2019-10-10;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5550316;GT350®;Delivered;PQ;SLB;Jim O'Neal Ford, Inc.;516 S. Indiana Ave. Sellersburg, IN 47172;2019-08-09;2019-10-11;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ8L5550318;GT350®;Delivered;PQ;85K;Nourse Chillicothe Ford;423 N. Bridge Street Chillicothe, OH 45601;2019-08-07;2019-10-18;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5550319;GT350®;Delivered;G1;SLB;Mike Raisor Ford;2051 Sagamore Parkway Lafayette, IN 47905;2019-08-09;2019-10-04;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ3L5550324;GT350®;Delivered;D4;SLB;Interstate Ford;125 Alexandersville Rd Miamisburg, OH 45342;2019-07-30;2019-10-17;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5550326;GT350®;Delivered;G1;85L;Mathews Ford, Inc.;500 Hebron Rd Newark, OH 43056;2019-08-06;2019-10-16;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5550327;GT350®;Delivered;E7;85L;Bob Thomas Ford;310 W. Coliseum Blvd Fort Wayne, IN 46805;2019-08-09;2019-10-03;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5550329;GT350R;Delivered;D4;SLB;Crest Ford, Inc.;26333 Van Dyke Center Line, MI 48015;2019-08-09;2019-10-15;SLB.94B.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ4L5550333;GT350®;Delivered;E7;85L;Bill MacDonald Ford;1200 S. Carney Drive St Clair, MI 48079;2019-08-12;2019-10-11;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5550334;GT350®;Delivered;G1;SLB;Pauli Ford;2380 Old U.S. 27 Saint Johns, MI 48879;2019-07-15;2019-10-08;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5550336;GT350®;Delivered;YZ;85M;Milnes Ford, Inc.;333 E. Genesee Street Lapeer, MI 48446;2019-08-12;2019-10-09;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5550337;GT350®;Delivered;YZ;85M;Seelye Ford;3820 Stadium Drive Kalamazoo, MI 49008;2019-08-12;2019-10-17;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5550357;GT350®;Delivered;G1;SLB;Joe Cooper Ford of Shawnee;2600 N. Harrison Shawnee, OK 74804;2019-08-10;2019-10-14;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5550358;GT350®;Delivered;YZ;85K;Byford Ford of Fairview;205 South Main Fairview, OK 73737;2019-08-13;2019-10-31;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
