1FA6P8JZ7L5550200;GT350®;Cancelled;D4;85L;Huntington Ford;333 West Jericho Turnpike Huntington, NY 11743;2019-08-12;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5550204;GT350®;Final Delivered;G1;SLB;Morris Ford, Inc.;872 Saratoga Road Burnt Hills, NY 12019;2019-08-13;2019-10-09;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5550205;GT350R;Final Delivered;CA;SLB;Healey Ford;2528 Rt 17M Goshen, NY 10924;2019-08-13;2019-10-15;SLB.94B.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZXL5550207;GT350®;Final Delivered;YZ;85M;Simmons Rockwell Ford, Inc.;1160 County Route 66 Hornell, NY 14843;2019-08-13;2019-10-10;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5550211;GT350R;Cancelled;JS;856;Kindle Ford;525 Stone Harbor Blvd Cape May Court House, NJ 08210;2019-07-24;;SLB.94B.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ0L5550216;GT350®;Final Delivered;JS;85M;Parsons Interstate Ford, LLC;196 Walnut Bottom Road Shippensburg, PA 17257;2019-07-09;2019-10-16;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5550218;GT350®;Final Delivered;CA;SLB;Independence Ford Inc;3101 Columbia Boulevard Bloomsburg, PA 17815;2019-08-13;2019-10-07;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5550219;GT350®;Final Delivered;FM;85K;Sunbury Motor Co;943 North Fourth Street Sunbury, PA 17801;2019-08-12;2019-10-18;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5550239;GT350®;Final Delivered;J7;SLB;Lookout Ford, Inc.;5557 Highway 70 West Morehead City, NC 28557;2019-08-12;2019-10-09;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5550247;GT350®;Final Delivered;F9;SLB;Carolina Ford;103 Church Street Honea Path, SC 29654;2019-07-15;2019-10-11;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5550248;GT350R;Final Delivered;FM;854;Jenkins & Wynne Ford;2655 Trenton Rd. Clarksville, TN 37040;2019-08-08;2019-10-11;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ4L5550252;GT350R;Final Delivered;G1;SLB;Mullinax Ford;1210 Northlake Blvd. Lake Park, FL 33403;2019-08-07;2019-10-08;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ1L5550256;GT350R;Final Delivered;D4;SLB;Santa Fe Ford Inc.;16330 US Highway 441 North Alachua, FL 32615;2019-08-12;2019-10-18;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ7L5550262;GT350®;Final Delivered;YZ;85K;Matthews-Currie Ford Company;130 N Tamiami Trail Nokomis, FL 34275;2019-08-12;2019-10-18;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ8L5550268;GT350®;Final Delivered;F9;SLB;Crouse Ford Sales Inc;11 Antrim Boulevard Taneytown, MD 21787;2019-07-27;2019-10-18;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
